FilePath,FileName,SizeBytes,SizeKB,Entropy,MD5,SHA1,SHA256,ImportHash,MagicNumber,FileType,Permissions,PETimestamp,PETimestamp-year,CompilerLanguage,DigitalSignature,PEHeaderOffset,EntryPoint,Packer
C:\Users\adria\Documents\_malware\2b75a1617f1fe81de044feb5c23429f6f2dd8af45cfab8b3b3d6043c6935b053.exe,2b75a1617f1fe81de044feb5c23429f6f2dd8af45cfab8b3b3d6043c6935b053.exe,432128,422,7.8676,6019a048b1b6469e8b0da06aec66bf22,a29775915b1e6a9f67483d1a1e06763a75d8f2bf,2b75a1617f1fe81de044feb5c23429f6f2dd8af45cfab8b3b3d6043c6935b053,38f89a501688168e22e9f2a60025e0ef,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-06-28 20:05:42 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,616 (0x268),RVA=0x67E3E; VA=0x77E3E,Likely packed (avg=4.82; flags=.rdata:high)
C:\Users\adria\Documents\_malware\2b92fad0c5f31a3372ee6455bb7b38084b4af6bb6356d388c669dccffc6e6cd5.exe,2b92fad0c5f31a3372ee6455bb7b38084b4af6bb6356d388c669dccffc6e6cd5.exe,210944,206,7.1418,3f955c932308988c15201ed68de20b33,98d3b7432fe897cff27881f681b082e3a0f32543,2b92fad0c5f31a3372ee6455bb7b38084b4af6bb6356d388c669dccffc6e6cd5,a5525e417f3cd6308e6c2a6e5a0329e3,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-02-02 19:00:58 UTC (OK),2011,MSVC (Language: C/C++),Unsigned,200 (0xC8),RVA=0x6EF3; VA=0x406EF3,Likely packed (avg=5.37; flags=.text:high)
C:\Users\adria\Documents\_malware\2b8274717455ba2c0cee6f6d228d0e704e8ed0fbbfe5b75ec222395b0ecfcf05.exe,2b8274717455ba2c0cee6f6d228d0e704e8ed0fbbfe5b75ec222395b0ecfcf05.exe,588288,574.5,7.4851,5eb76e30c64fe3f27d03075956871547,6863a447180fffaecc006d3610a4805fe5e7a781,2b8274717455ba2c0cee6f6d228d0e704e8ed0fbbfe5b75ec222395b0ecfcf05,467d5b807b8e127368e648a1c4165b31,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-11-13 11:18:56 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,248 (0xF8),RVA=0x1394; VA=0x401394,Likely packed (avg=5.88; flags=.rdata:high)
C:\Users\adria\Documents\_malware\2b8cf57056c60b57a82368c21a7d92a8b8153538dee625deb0d4228d044eb05e.exe,2b8cf57056c60b57a82368c21a7d92a8b8153538dee625deb0d4228d044eb05e.exe,394240,385,7.8202,f51d73c3d2b29322e10e84c97c925fea,1dc0f7f8808503cd94a92cb54a094ea8e868468c,2b8cf57056c60b57a82368c21a7d92a8b8153538dee625deb0d4228d044eb05e,ae11a0cbe6ebd799a91b1f3af419c609,4D5A500002000000,Windows Executable (MZ),'-rwxrwxrwx,2011-04-16 06:33:28 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,124 (0x7C),RVA=0x1490; VA=0x401490,Likely packed (avg=4.64; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2b97ca28dc6f457206be5e0d01ce19b876f0f175255aae6ae1a2d6e1e0762239.exe,2b97ca28dc6f457206be5e0d01ce19b876f0f175255aae6ae1a2d6e1e0762239.exe,208896,204,6.1709,6edd92f8891f5e8db9e8cc0f5720bce0,168f81b3da1c98676f3c9758a374016d89beb777,2b97ca28dc6f457206be5e0d01ce19b876f0f175255aae6ae1a2d6e1e0762239,e1a40ba9d45909fa55df20114f7d2cd2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-07 00:43:56 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,264 (0x108),RVA=0x12FAA; VA=0x64012FAA,Unpacked
C:\Users\adria\Documents\_malware\2b934ca25e7455599b8f13e343ccfbe020724b3358fdbd4b31407a8119698af3.exe,2b934ca25e7455599b8f13e343ccfbe020724b3358fdbd4b31407a8119698af3.exe,434176,424,7.5059,e644e24d7ba46881eee7e42f19ec131f,19ba946f3910a923218f342897a9b4a400aaa6c8,2b934ca25e7455599b8f13e343ccfbe020724b3358fdbd4b31407a8119698af3,49a4f676665d1bb3e209d4d0b2cffa9d,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-10 20:31:36 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,232 (0xE8),RVA=0x1690; VA=0x401690,Likely packed (avg=5.75; flags=.data:high)
C:\Users\adria\Documents\_malware\2b9b55a8b5cc0aa3f2fbc5cd447e1bc9c07a6fbe41389b258f37d74b008ebdb7.exe,2b9b55a8b5cc0aa3f2fbc5cd447e1bc9c07a6fbe41389b258f37d74b008ebdb7.exe,208896,204,6.3892,9decee3f3e7a3787218e7febec8fe451,7cff052dfdb166f5a10b2e9539a8490d474e127e,2b9b55a8b5cc0aa3f2fbc5cd447e1bc9c07a6fbe41389b258f37d74b008ebdb7,e1a40ba9d45909fa55df20114f7d2cd2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-07 00:20:18 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,264 (0x108),RVA=0x12FAA; VA=0x64012FAA,Unpacked
C:\Users\adria\Documents\_malware\2bad36560cc7a49db63be25f9033fafbe56ed693ae0fd29841a78b107d4cdd16.exe,2bad36560cc7a49db63be25f9033fafbe56ed693ae0fd29841a78b107d4cdd16.exe,183672,179.37,5.5811,594a7ad7776b376d574000552fac043c,ed75a5b0aae76eaf9919db020cbbc421f32f4ca1,2bad36560cc7a49db63be25f9033fafbe56ed693ae0fd29841a78b107d4cdd16,0f7a02dd074318316421fb07b4e8f050,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-09-06 16:28:34 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1330; VA=0x401330,Unpacked
C:\Users\adria\Documents\_malware\2b9cbb1bc526d5fa4b9be6a9d2ed593bd9916b3213cb0283b9a1f1cfcd9ce831.exe,2b9cbb1bc526d5fa4b9be6a9d2ed593bd9916b3213cb0283b9a1f1cfcd9ce831.exe,195232,190.66,4.9212,9db74328cc40cc10a4c0d325cf544b15,41cd33b18d71dbe04e227493d7b9eba0efce6c7f,2b9cbb1bc526d5fa4b9be6a9d2ed593bd9916b3213cb0283b9a1f1cfcd9ce831,93365a0fbba2d014e40af802c5d90a3e,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-14 08:40:38 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1480; VA=0x401480,Unpacked
C:\Users\adria\Documents\_malware\2b9bc9b8503c38686487064f3d8066d83d65a375ddca2b70d3f10f47bdfecc42.exe,2b9bc9b8503c38686487064f3d8066d83d65a375ddca2b70d3f10f47bdfecc42.exe,503808,492,6.8321,daeace83d531935b04d8e6af1e3df28d,d29af9798d4d0a95f51a202fc169e69cd8750f7e,2b9bc9b8503c38686487064f3d8066d83d65a375ddca2b70d3f10f47bdfecc42,60ab0181082cd7c696dabefcd81ff885,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-13 19:26:35 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x18D3; VA=0x4018D3,Likely packed (avg=5.51; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2bae172ef5802b3471222f92e4f7db8a0a698a6fca22ef43ec4e9ea5239ac788.exe,2bae172ef5802b3471222f92e4f7db8a0a698a6fca22ef43ec4e9ea5239ac788.exe,434176,424,7.6151,761f49bea24a3c649a2c465cd1de5689,bb7d34b7bb69aa0a8ff732c98a5dbfd1e3836865,2bae172ef5802b3471222f92e4f7db8a0a698a6fca22ef43ec4e9ea5239ac788,76cc6d64f3806ed743ed66812995d349,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-20 09:39:32 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,232 (0xE8),RVA=0x15A0; VA=0x4115A0,"Likely packed (avg=6.76; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\2bb6f209ca9c16309c45281316f0a27fb8d29f6daa21e5a5f738f98b9595b0d5.exe,2bb6f209ca9c16309c45281316f0a27fb8d29f6daa21e5a5f738f98b9595b0d5.exe,158720,155,7.7681,98792fee65c9986e9a3704fad3a9681a,ceb671368decc90c84bc90ce9855e14788ce2cf3,2bb6f209ca9c16309c45281316f0a27fb8d29f6daa21e5a5f738f98b9595b0d5,3fd36a174935ec4b638e279220826d37,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-05-10 19:44:44 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x4DE3; VA=0x404DE3,Likely packed (avg=5.04; flags=.bis:high)
C:\Users\adria\Documents\_malware\2bb089bb05435943365939a052cb79571a9e1da17314da2d69820c9fd6f37372.exe,2bb089bb05435943365939a052cb79571a9e1da17314da2d69820c9fd6f37372.exe,503808,492,6.8337,e70fe1f42540b12a905a6f5b6fc5a50c,d4d25ca2ded4282309fb8f0c684f6526e2d9d14a,2bb089bb05435943365939a052cb79571a9e1da17314da2d69820c9fd6f37372,60ab0181082cd7c696dabefcd81ff885,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-13 19:26:35 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x18D3; VA=0x4018D3,Likely packed (avg=5.50; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2bb90142a22a52f8f31ed59a4a4202f1383a7aa0fe183de64f7e702e08dc97d1.exe,2bb90142a22a52f8f31ed59a4a4202f1383a7aa0fe183de64f7e702e08dc97d1.exe,375808,367,7.8778,0839bd44f916c2b0e33784c3eb6f1ea1,9c9ba0b4fd6ba54af1fc04e26cb328adc5b9e388,2bb90142a22a52f8f31ed59a4a4202f1383a7aa0fe183de64f7e702e08dc97d1,4abd3a7763cf292609cf74255a3a7725,4D5A500003000000,Windows Executable (MZ),'-rwxrwxrwx,No timestamp found,No t,Unknown (Language: Unknown),Unsigned,124 (0x7C),RVA=0x1568; VA=0x401568,Likely packed (avg=4.56; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2bbf1d1c0dd8ad8498e10350a766ba0e636676db372cf3b42aa9eee3c4dada7e.exe,2bbf1d1c0dd8ad8498e10350a766ba0e636676db372cf3b42aa9eee3c4dada7e.exe,438272,428,7.4906,c6d42ea37e7a7fd9d7bbc0121f3ca89f,9daffffb2f361a91c682d7df1a3008a775e976aa,2bbf1d1c0dd8ad8498e10350a766ba0e636676db372cf3b42aa9eee3c4dada7e,bf4dfcbe4c37b5ba00380d0519a0d8a7,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-10 06:53:53 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,208 (0xD0),RVA=0x1630; VA=0x401630,Likely packed (avg=5.87; flags=.data:high)
C:\Users\adria\Documents\_malware\2bc5ff048f7bc5fe2b0e1c801d39807510291272e2693615065c8e022502919f.exe,2bc5ff048f7bc5fe2b0e1c801d39807510291272e2693615065c8e022502919f.exe,454656,444,7.4133,be7a51805e2d99ebb00a81e2478caab4,3813f3d01bbee0aa99adfbb28b06ee890f92cd1f,2bc5ff048f7bc5fe2b0e1c801d39807510291272e2693615065c8e022502919f,a12edebd20af1538f7bd84e6d01528fb,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-01 18:57:52 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x17DD; VA=0x4117DD,"Likely packed (avg=7.08; flags=.data:high,.rdata:high)"
C:\Users\adria\Documents\_malware\2bd20e209935ae28134b78a566098fe71e5e3e765e0db787700575d7ae21a064.exe,2bd20e209935ae28134b78a566098fe71e5e3e765e0db787700575d7ae21a064.exe,130144,127.09,6.8678,4670c5f4094801d4dc0ef641c8ee6e03,a621b38835a6ce6af083d2b9630cecbcd320004c,2bd20e209935ae28134b78a566098fe71e5e3e765e0db787700575d7ae21a064,3c5bb886b0836dda05f6b33c3a7c7c71,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-19 04:48:10 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1AC80; VA=0x41AC80,Unpacked
C:\Users\adria\Documents\_malware\2be787d26e9417ef0b51bdb7791f258d7744820c5fd7d00736250c5108641a63.exe,2be787d26e9417ef0b51bdb7791f258d7744820c5fd7d00736250c5108641a63.exe,135264,132.09,6.8753,020c8070c2d327b7be55410c71ca6a07,ae6e67e880cd40b88a9f8f93bcb96323eb2e2947,2be787d26e9417ef0b51bdb7791f258d7744820c5fd7d00736250c5108641a63,784c2e37d2878f9742f2afeb57c75740,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-17 12:24:09 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1B0A0; VA=0x41B0A0,Unpacked
C:\Users\adria\Documents\_malware\2be7402cd91e5d05254b8aab859cb524406d1cf380034108b5d31e48a635a508.exe,2be7402cd91e5d05254b8aab859cb524406d1cf380034108b5d31e48a635a508.exe,195232,190.66,4.9239,0025ccd753f87631ae0b2ccff420f0ef,9ff664afa1eb5edc4cba52ba8848a8eec4e93f8f,2be7402cd91e5d05254b8aab859cb524406d1cf380034108b5d31e48a635a508,93365a0fbba2d014e40af802c5d90a3e,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-14 21:49:53 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1480; VA=0x401480,Unpacked
C:\Users\adria\Documents\_malware\2bf25f6400e3c83be98d8f2754fffd9faf02b73cae8ae93a0b2d888bc5fe41e1.exe,2bf25f6400e3c83be98d8f2754fffd9faf02b73cae8ae93a0b2d888bc5fe41e1.exe,348160,340,7.667,74c015ff65f726c8b45eabedd6fc1ab7,4a365dfbd04f617a3cb4733c6b45acbe279d4d81,2bf25f6400e3c83be98d8f2754fffd9faf02b73cae8ae93a0b2d888bc5fe41e1,32548917df21ce39166d2194f1515c27,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-16 10:25:17 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,200 (0xC8),RVA=0x14390; VA=0x424390,"Likely packed (avg=6.82; flags=.data:high,.text:high)"
C:\Users\adria\Documents\_malware\2bf961e88de2095b49ba994902770c6937a016956fd3006164ba503a550db388.exe,2bf961e88de2095b49ba994902770c6937a016956fd3006164ba503a550db388.exe,131168,128.09,6.8548,b8d57bc0182ef2867ad3552fde17e0d1,6f5b07ab9f1b05c2949b7373ea17ec100a8f3078,2bf961e88de2095b49ba994902770c6937a016956fd3006164ba503a550db388,57b14f4c78826998394f9783bfe37773,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-20 17:48:13 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1ACF0; VA=0x41ACF0,Unpacked
C:\Users\adria\Documents\_malware\2bde9226d36a1e293bd1bb34fa0c36933c38efe095d2293db7dc761ea7f67e25.exe,2bde9226d36a1e293bd1bb34fa0c36933c38efe095d2293db7dc761ea7f67e25.exe,434176,424,7.5067,bce3cf36dd263e016e65c3102957a23e,85ccb4c07430ac46238b34e7f0a66ea92b39c85f,2bde9226d36a1e293bd1bb34fa0c36933c38efe095d2293db7dc761ea7f67e25,49a4f676665d1bb3e209d4d0b2cffa9d,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-10 20:31:36 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,232 (0xE8),RVA=0x1690; VA=0x401690,Likely packed (avg=5.76; flags=.data:high)
C:\Users\adria\Documents\_malware\2bfae6da08c1d1aca7b6722823ee117a40dc4a0f8b93ba5e2393a4639ffa86cb.exe,2bfae6da08c1d1aca7b6722823ee117a40dc4a0f8b93ba5e2393a4639ffa86cb.exe,413696,404,7.6711,ae5bd4f391f4d0ebfa14d7591df42ba2,3ee7e61ba8dad41f33499bf1b7a3e1ff104157fe,2bfae6da08c1d1aca7b6722823ee117a40dc4a0f8b93ba5e2393a4639ffa86cb,726b96075d3035ee53f4f421bff797b3,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-15 11:30:35 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x18B3; VA=0x4018B3,Likely packed (avg=6.23; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2bffbae08987c3b429b59cee627dfc5bce904b78daa06039c14af84fa513da59.exe,2bffbae08987c3b429b59cee627dfc5bce904b78daa06039c14af84fa513da59.exe,208896,204,6.3945,1f034db8cd866723181dacd4ff8b1265,96c2fa0d4668f4ab5389741757b6232d40a7ebda,2bffbae08987c3b429b59cee627dfc5bce904b78daa06039c14af84fa513da59,e1a40ba9d45909fa55df20114f7d2cd2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-07 00:24:14 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,264 (0x108),RVA=0x12FAA; VA=0x64012FAA,Unpacked
C:\Users\adria\Documents\_malware\2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864.exe,2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864.exe,38912,38,5.6578,c966f25f5f3a8f610f9ca4d5ec265a01,5767b8cb28781185f296c052683251b98683b35d,2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864,14180df1ff3f1e88474df34df953b6bf,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-07-22 05:29:10 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,240 (0xF0),RVA=0x24E1; VA=0x4024E1,Unpacked
C:\Users\adria\Documents\_malware\2c055f888f92351290dbe19a83a6f60bbdee63822ad97eed8693b1ee79735477.exe,2c055f888f92351290dbe19a83a6f60bbdee63822ad97eed8693b1ee79735477.exe,405504,396,7.6854,59fc2078cc1665721559c53f4e378b58,e39e5e048d3ffb812131ae4c0738d74730e828b7,2c055f888f92351290dbe19a83a6f60bbdee63822ad97eed8693b1ee79735477,1064e73ab52016f6a638ae0c54a72fd1,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-24 07:54:24 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x15A8; VA=0x4015A8,"Likely packed (avg=6.55; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\2c0aaddbefb4eca4bec3357aa3b3d7ccb841e24a63cec139d3ffb3d82427ae9d.exe,2c0aaddbefb4eca4bec3357aa3b3d7ccb841e24a63cec139d3ffb3d82427ae9d.exe,434176,424,7.5201,8a5c2fa0a47c38c2eb43b44e9c017af5,5e23d2c612407282e5698d2360094d927cbf00fb,2c0aaddbefb4eca4bec3357aa3b3d7ccb841e24a63cec139d3ffb3d82427ae9d,565986456185e6f4f33fe4c890ba4b16,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-09 20:09:33 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,208 (0xD0),RVA=0x1610; VA=0x401610,Likely packed (avg=6.13; flags=.data:high)
C:\Users\adria\Documents\_malware\2c0f1812add5ea4c3d0a5112fdefd3af2cdc00eecf45d7c00a51e4b6ab639ca6.exe,2c0f1812add5ea4c3d0a5112fdefd3af2cdc00eecf45d7c00a51e4b6ab639ca6.exe,409600,400,7.2145,d0443781c7767e849ced4932dd052468,a4657e144bcf5e84fc4249f6ff0d81029071ffae,2c0f1812add5ea4c3d0a5112fdefd3af2cdc00eecf45d7c00a51e4b6ab639ca6,882c9ff0b08193d38bfb4670eef5e4c7,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-22 09:14:45 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x12A5F; VA=0x422A5F,"Likely packed (avg=6.88; flags=.rsrc:high,.text:high)"
C:\Users\adria\Documents\_malware\2c1487a61bbcd807564589279cd4314b866c6444198affa0a3d5432b88dcceb8.exe,2c1487a61bbcd807564589279cd4314b866c6444198affa0a3d5432b88dcceb8.exe,367616,359,7.8589,f75f0b9009d4330e03803096138faa47,222ed50569d9b3528bd12d70bb52d070fd04bcdd,2c1487a61bbcd807564589279cd4314b866c6444198affa0a3d5432b88dcceb8,1afd95e8d59fbad55275810609d8e8c3,4D5A500002000000,Windows Executable (MZ),'-rwxrwxrwx,2011-05-15 12:34:00 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,124 (0x7C),RVA=0x1D50; VA=0x401D50,Likely packed (avg=3.81; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\2c1359ce63f7b747ddfc79e869ade59cee4a5d24cd224ac41d0de51f114d6c0d.exe,2c1359ce63f7b747ddfc79e869ade59cee4a5d24cd224ac41d0de51f114d6c0d.exe,405504,396,7.6822,ecbad2c3b2a62aeefb021f09b3bba74d,9dc51e9e876ce8e1fe9383119ad0f5a28dc4d221,2c1359ce63f7b747ddfc79e869ade59cee4a5d24cd224ac41d0de51f114d6c0d,1178a269ece910bbd3143d03dde1d6b0,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-25 10:01:21 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x15B8; VA=0x4015B8,"Likely packed (avg=6.55; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\2c19a5f8e24e277a18f2b8da797fafa0a8b81624b2c7db3509b1f0463a2f4765.exe,2c19a5f8e24e277a18f2b8da797fafa0a8b81624b2c7db3509b1f0463a2f4765.exe,425984,416,7.7576,9331e843a86510098c0d9668cc26010d,30eec5646d6e209e2fc25a66649e71a1da2ee93b,2c19a5f8e24e277a18f2b8da797fafa0a8b81624b2c7db3509b1f0463a2f4765,2dc7ae966763bc982dcf60c7d44b1086,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-28 10:21:12 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x197B; VA=0x41197B,"Likely packed (avg=6.87; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\2c37d78609450c02d998c9e27ad6bc594ae4bf5ae9f789011f6557aa0c50d05e.exe,2c37d78609450c02d998c9e27ad6bc594ae4bf5ae9f789011f6557aa0c50d05e.exe,96297,94.04,7.4038,3bb0196af179205a54ba496eaae41290,ea388d3bcf4af3debd338c656111bf75b7c054f9,2c37d78609450c02d998c9e27ad6bc594ae4bf5ae9f789011f6557aa0c50d05e,a5041e99e0c5c824e5cd20429979499d,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-23 13:39:56 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1300; VA=0x401300,Likely packed (avg=5.32; flags=.data:high)
C:\Users\adria\Documents\_malware\2c4d1274135a9274d00f5f680b95fd32395b45866948649d9ecbbbcb1dce01d1.exe,2c4d1274135a9274d00f5f680b95fd32395b45866948649d9ecbbbcb1dce01d1.exe,32768,32,4.7432,5d43544a409561ea9f1ce2c433dd20dc,7d6975af28343490d1137441f37b6ce3f9dccb84,2c4d1274135a9274d00f5f680b95fd32395b45866948649d9ecbbbcb1dce01d1,2cc44fab1025e2a0397c83747c6ab553,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2010-10-01 03:59:18 UTC (OK),2010,MSVC (Language: C/C++),Unsigned,216 (0xD8),RVA=0x47B6; VA=0x4047B6,Unpacked
C:\Users\adria\Documents\_malware\2c5c6577408a84804e5cbd02cfc25a38fbecf3f8ba87a66ed93dd0af9f6f5edd.exe,2c5c6577408a84804e5cbd02cfc25a38fbecf3f8ba87a66ed93dd0af9f6f5edd.exe,133120,130,6.9783,83d91c7d6d2df0fdb511113863ac9d7c,640b004e497ab55fa37ecad825412d941ff6a55d,2c5c6577408a84804e5cbd02cfc25a38fbecf3f8ba87a66ed93dd0af9f6f5edd,41c4774c5d24d574dabffdefdf528460,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-11-07 11:38:15 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,128 (0x80),RVA=0x1E470; VA=0x41E470,Unpacked
C:\Users\adria\Documents\_malware\2c6bb2956b08cb745a5a195deff6fe4761415ebd5ea0c46c1c14b36f725ab10f.exe,2c6bb2956b08cb745a5a195deff6fe4761415ebd5ea0c46c1c14b36f725ab10f.exe,131168,128.09,6.8547,15e7f89d5a3f2db1bcca4d9c4926b035,d54da39d49f9d1c2438647352c95d4829a5bb805,2c6bb2956b08cb745a5a195deff6fe4761415ebd5ea0c46c1c14b36f725ab10f,57b14f4c78826998394f9783bfe37773,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-21 20:48:16 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1ACF0; VA=0x41ACF0,Unpacked
C:\Users\adria\Documents\_malware\2c43733362a0b40f50b44ea8c5437f2ffa8d10531ccaa6df1a4a8fb6348ce20e.exe,2c43733362a0b40f50b44ea8c5437f2ffa8d10531ccaa6df1a4a8fb6348ce20e.exe,458752,448,7.4594,fe3ad6459791559000a4647bebfb574c,074d42916c2346e74776dd0389e70c8b29376ceb,2c43733362a0b40f50b44ea8c5437f2ffa8d10531ccaa6df1a4a8fb6348ce20e,73b3273136e66d53ef7f1c28ed7d1515,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-22 15:44:50 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1CBA; VA=0x411CBA,"Likely packed (avg=6.73; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\2c5fd946325ec89b02cdbcb3c7063aa3cc5e8c8a3259c34d0a7effc050057616.exe,2c5fd946325ec89b02cdbcb3c7063aa3cc5e8c8a3259c34d0a7effc050057616.exe,434176,424,7.519,8773bc284034bc49e465cb7fba06ae30,a84000433e1a4437901f2247b61d3750e11ba4b5,2c5fd946325ec89b02cdbcb3c7063aa3cc5e8c8a3259c34d0a7effc050057616,d787aa913a1bd3a409cdec4c2c50cbcc,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-09 08:53:37 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x15D0; VA=0x4015D0,"Likely packed (avg=6.89; flags=.data:high,.rdata:high)"
C:\Users\adria\Documents\_malware\2c700ebcb9952dc5e95f5f2232cf62ec5c204e9914f1bfddeb7a1d21cc2f44d8.exe,2c700ebcb9952dc5e95f5f2232cf62ec5c204e9914f1bfddeb7a1d21cc2f44d8.exe,409600,400,7.3022,8fb464095e2fb544499801048ceebd90,95bd88923f71f818b953a492a34eb8c5b117693a,2c700ebcb9952dc5e95f5f2232cf62ec5c204e9914f1bfddeb7a1d21cc2f44d8,4161504aa1da296e14399e8411f5bcc2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-05 13:36:49 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,208 (0xD0),RVA=0x1868; VA=0x401868,"Likely packed (avg=6.73; flags=.data:high,.rdata:high)"
